read_index,basename,mean_mapq,median_mapq,n_chromosomes,order,n_bins,read_length_bp,genes,n_genes
559281,batch04,31.666666666666668,34.0,1,3,2,1300,,0
559476,batch01,51.857142857142854,60.0,1,7,2,2077,,0
559585,batch01,47.333333333333336,60.0,1,3,2,1259,,0
559840,batch04,51.333333333333336,60.0,1,3,2,2178,,0
560039,batch01,60.0,60.0,1,4,4,1942,Epha5,1
560231,batch03,20.333333333333332,1.0,1,3,3,1658,,0
560257,batch03,60.0,60.0,1,3,2,1206,,0
560618,batch04,60.0,60.0,1,2,2,1406,,0
560636,batch04,60.0,60.0,1,4,2,2267,,0
560749,batch01,42.57142857142857,33.0,2,7,4,3135,,0
561143,batch04,60.0,60.0,1,3,2,1395,,0
561263,batch01,60.0,60.0,1,5,4,2966,,0
561412,batch04,58.75,60.0,1,4,2,1229,,0
561484,batch04,40.333333333333336,60.0,1,3,3,1353,,0
561513,batch03,60.0,60.0,1,2,2,1050,,0
561524,batch03,47.5,60.0,2,4,3,1509,,0
561731,batch03,48.8,60.0,4,10,5,3945,Tox3;Zfp989,2
561769,batch01,47.0,60.0,1,3,2,1300,4921515E04Rik,1
562447,batch04,60.0,60.0,1,3,2,1291,,0
562535,batch04,47.81818181818182,60.0,1,11,2,2493,,0
562591,batch01,60.0,60.0,1,3,2,1651,Gm13470,1
562667,batch02,45.5,45.5,2,2,2,946,,0
563325,batch03,60.0,60.0,1,4,2,2137,Cntnap5b,1
563841,batch04,10.333333333333334,1.0,5,6,5,2108,Chl1,1
563983,batch02,60.0,60.0,2,3,3,2719,,0
565139,batch04,60.0,60.0,1,2,2,1103,Ptprd,1
565442,batch04,40.0,60.0,3,3,3,1250,Sult2a1,1
565863,batch01,60.0,60.0,1,2,2,1261,Nova1,1
565969,batch04,60.0,60.0,2,2,2,937,,0
565985,batch01,43.4,60.0,2,5,3,1615,,0
566207,batch01,57.333333333333336,60.0,1,3,2,1094,,0
566226,batch03,60.0,60.0,2,2,2,1003,Cadm2,1
566236,batch02,60.0,60.0,1,2,2,1064,,0
566269,batch04,34.5,39.0,2,4,4,1278,Gm8141;Chl1;Dpp10,3
566410,batch01,30.5,30.5,1,2,2,1129,,0
566657,batch01,52.666666666666664,60.0,1,3,2,1029,,0
566764,batch01,29.5,26.5,3,10,4,3240,,0
566959,batch01,49.666666666666664,60.0,2,3,3,1207,Gm37761,1
566979,batch04,6.0,7.0,1,3,3,1000,,0
567042,batch04,60.0,60.0,2,4,2,1720,,0
567161,batch04,60.0,60.0,1,2,2,1073,Galnt13,1
567339,batch04,26.333333333333332,19.0,2,3,3,1836,,0
567702,batch04,45.333333333333336,60.0,1,3,2,1013,,0
568400,batch04,60.0,60.0,1,2,2,932,Gm14331,1
568796,batch04,30.5,30.5,2,2,2,1472,Gabrg1,1
568807,batch03,52.5,52.5,2,2,2,1019,,0
568918,batch03,47.8,60.0,2,5,3,1478,Csmd3,1
569019,batch01,60.0,60.0,1,2,2,1123,,0
569042,batch04,27.5,19.5,2,10,6,2666,Zfp804b,1
569228,batch01,45.0,60.0,2,4,2,1999,,0
569240,batch03,60.0,60.0,1,4,2,1910,,0
569576,batch04,60.0,60.0,1,2,2,1423,,0
569588,batch03,7.0,7.0,1,2,2,963,,0
569805,batch03,60.0,60.0,1,2,2,1200,,0
569892,batch02,51.333333333333336,60.0,1,3,2,1137,,0
570018,batch01,52.44444444444444,60.0,2,9,3,3201,,0
570254,batch04,53.0,60.0,1,9,2,5152,,0
570518,batch01,53.625,60.0,1,8,3,3342,,0
570628,batch04,60.0,60.0,1,3,2,1114,Csmd3,1
570889,batch01,47.25,60.0,1,4,2,1625,,0
570896,batch04,48.166666666666664,60.0,2,6,2,2667,,0
570977,batch04,23.5,10.5,1,6,3,3095,,0
571462,batch04,47.666666666666664,60.0,1,3,2,1781,4932441J04Rik,1
571644,batch03,57.5,60.0,1,4,2,1392,,0
571711,batch04,52.2,60.0,2,5,3,1632,Gm11867,1
572056,batch01,29.333333333333332,17.0,1,3,2,989,,0
572083,batch04,30.066666666666666,14.0,3,15,8,3976,Gm6325,1
572206,batch04,5.5,0.0,1,4,2,1151,Gm14331,1
572287,batch01,38.5,38.5,1,2,2,792,,0
572487,batch03,59.0,60.0,1,6,3,1775,Nova1,1
572543,batch03,60.0,60.0,2,2,2,874,Epha5,1
572562,batch01,57.0,57.0,1,2,2,1809,,0
572625,batch01,60.0,60.0,1,2,2,1460,,0
572705,batch04,60.0,60.0,1,2,2,882,,0
572892,batch04,60.0,60.0,1,3,2,2061,,0
573313,batch04,40.333333333333336,60.0,2,3,2,1519,Fam172a,1
573518,batch04,60.0,60.0,1,2,2,1413,,0
573606,batch04,48.0,45.0,1,3,3,1439,Sp140l2,1
574026,batch03,6.333333333333333,0.0,1,9,4,3706,,0
574185,batch04,52.75,60.0,1,4,3,1710,,0
574429,batch03,49.44444444444444,60.0,1,9,3,4416,Gm20268,1
574827,batch03,60.0,60.0,1,2,2,1130,,0
574988,batch02,60.0,60.0,1,3,2,1348,,0
575073,batch04,60.0,60.0,1,2,2,2395,,0
575492,batch01,37.0,37.0,1,2,2,896,Gm30835,1
575500,batch04,30.5,30.5,1,2,2,968,Tle1,1
575903,batch04,60.0,60.0,1,6,2,2138,,0
576089,batch04,60.0,60.0,1,5,2,1787,,0
576239,batch03,50.57142857142857,60.0,1,7,3,2537,Prkd1;Gm48779,2
576324,batch04,50.54545454545455,60.0,1,11,2,3962,,0
576447,batch04,54.875,60.0,1,8,2,2418,Csmd3,1
576615,batch01,54.5,60.0,1,4,2,1825,,0
576722,batch04,57.8,60.0,2,5,3,2069,Lrrc4c,1
576890,batch04,21.333333333333332,3.0,1,3,2,1103,,0
577527,batch03,30.0,29.0,1,6,4,2506,,0
577557,batch04,43.0,60.0,1,3,2,1213,,0
577722,batch03,39.0,38.0,2,5,3,1363,Sfi1,1
577756,batch04,49.0,60.0,1,5,3,1917,Lims1;Grik2,2
577782,batch01,60.0,60.0,1,3,2,1057,Lrrc4c,1
577863,batch03,33.0,38.0,1,3,3,2039,Gm32455;Gm8281,2
577962,batch04,45.25,51.0,1,4,2,1482,Gm49007,1
578080,batch04,43.666666666666664,60.0,2,3,3,1090,,0
578799,batch04,46.5,60.0,1,4,2,1488,,0
578880,batch01,47.5,60.0,2,6,3,2066,Nkain3,1
578902,batch04,30.5,30.5,1,2,2,1428,4930405D01Rik,1
579439,batch01,46.75,60.0,1,4,2,1698,,0
579477,batch04,60.0,60.0,2,2,2,1177,,0
580042,batch04,60.0,60.0,1,2,2,1434,,0
580095,batch01,28.333333333333332,21.0,1,3,2,995,,0
580150,batch04,42.75,43.0,2,4,2,1467,,0
580254,batch04,18.818181818181817,13.0,4,11,4,2627,,0
580447,batch03,58.8,60.0,1,5,2,1894,,0
580448,batch04,60.0,60.0,2,2,2,994,,0
580487,batch04,40.0,40.0,1,2,2,847,,0
580765,batch01,44.25,59.0,1,8,2,1971,A230006K03Rik,1
580809,batch01,60.0,60.0,1,2,2,920,Cadm2,1
580942,batch04,53.857142857142854,60.0,1,7,2,1958,,0
581188,batch04,60.0,60.0,1,5,2,2211,,0
581274,batch04,36.77777777777778,39.0,1,9,4,3009,Gm23036,1
581478,batch01,60.0,60.0,1,2,2,976,,0
581552,batch01,31.5,31.5,1,2,2,831,,0
581820,batch04,51.666666666666664,60.0,1,6,2,2466,Dcc,1
581947,batch01,46.333333333333336,60.0,1,3,2,1083,Gm28360,1
581950,batch04,60.0,60.0,2,5,2,1597,,0
582130,batch04,12.3,0.5,2,10,6,2958,,0
582495,batch03,46.5,60.0,2,4,3,2057,,0
582746,batch01,46.5,60.0,1,6,2,2019,,0
582951,batch04,60.0,60.0,2,5,2,1826,,0
583124,batch04,23.0,9.0,1,3,2,1360,,0
583129,batch01,26.0,9.0,2,5,3,1381,Zfp804b,1
583136,batch01,55.75,60.0,1,4,2,2226,Gbe1,1
583179,batch04,53.0,60.0,3,3,3,1068,,0
583304,batch04,60.0,60.0,1,3,2,1514,Lrrc4c,1
583548,batch01,45.25,60.0,2,4,2,995,,0
583572,batch04,60.0,60.0,2,2,2,1080,,0
583631,batch03,49.75,60.0,1,8,2,2965,,0
583643,batch01,11.6,1.0,3,5,4,1348,,0
583759,batch03,60.0,60.0,1,4,2,2350,,0
583786,batch03,39.714285714285715,45.0,1,7,2,1723,,0
583980,batch04,60.0,60.0,1,4,2,1215,,0
584085,batch04,59.5,60.0,1,4,2,1611,Gm41654,1
584231,batch04,54.25,60.0,1,8,2,3053,Gm11867,1
584232,batch04,60.0,60.0,1,3,2,1336,Dpp10,1
584261,batch04,60.0,60.0,1,2,2,1062,,0
584570,batch01,50.166666666666664,60.0,2,6,3,2257,,0
584571,batch04,39.2,53.5,2,10,5,2555,Apoo,1
584606,batch03,51.8,60.0,2,5,3,1749,Ptchd4,1
584791,batch04,7.0,7.0,1,2,2,1121,,0
584892,batch04,60.0,60.0,1,4,3,1849,,0
584927,batch04,43.666666666666664,60.0,2,6,3,2230,Pcdh17;Gabrg1,2
585062,batch04,30.5,30.5,1,2,2,1362,,0
585658,batch01,41.75,42.5,2,4,3,1693,,0
585808,batch04,24.875,20.0,1,8,3,3197,,0
586174,batch04,45.0,60.0,1,4,2,1917,,0
586187,batch01,26.8,24.0,2,5,2,1920,,0
586200,batch04,24.6,2.0,2,5,4,2048,,0
586236,batch01,60.0,60.0,1,2,2,1260,,0
586394,batch04,30.0,30.0,2,2,2,1629,,0
586432,batch01,40.0,60.0,1,5,2,1718,Vmn2r-ps126,1
586539,batch01,18.0,4.5,2,6,5,1953,Zfp827,1
587078,batch04,57.5,57.5,1,2,2,919,Ptprd;Cnbd1,2
587340,batch01,60.0,60.0,1,4,2,1815,,0
587357,batch03,31.5,31.5,2,2,2,1009,,0
587360,batch04,44.0,52.0,2,4,2,1679,,0
587431,batch04,60.0,60.0,1,3,2,1256,,0
587637,batch04,43.5,43.5,1,2,2,1345,,0
587859,batch03,30.5,30.5,2,2,2,1037,,0
587883,batch04,60.0,60.0,1,2,2,1248,,0
587895,batch04,55.5,55.5,1,2,2,959,,0
588032,batch04,60.0,60.0,1,3,2,1043,,0
588042,batch01,49.8,60.0,1,5,2,2019,,0
588052,batch04,60.0,60.0,1,2,2,1826,,0
588163,batch04,60.0,60.0,2,2,2,1202,4921515E04Rik,1
588439,batch01,50.0,60.0,1,5,3,2018,Ptprd,1
588446,batch04,59.0,60.0,1,5,2,1665,Sorcs1,1
588663,batch04,44.833333333333336,60.0,1,6,2,2151,,0
588789,batch01,60.0,60.0,1,3,2,1318,,0
588908,batch03,60.0,60.0,1,2,2,982,Cdh20,1
589099,batch04,34.285714285714285,43.0,2,7,4,2345,Gm16026,1
589167,batch04,30.0,33.5,2,6,4,2019,Gm15357,1
589348,batch04,52.333333333333336,60.0,2,6,3,3468,Vmn1r227;Vmn2r-ps120,2
589469,batch04,51.5,60.0,1,4,2,1356,,0
589666,batch03,60.0,60.0,1,4,2,1474,,0
589760,batch02,58.666666666666664,60.0,2,3,2,1382,,0
589814,batch04,60.0,60.0,2,2,2,981,,0
590112,batch02,60.0,60.0,1,3,2,1580,,0
590722,batch03,33.285714285714285,51.0,4,7,4,2756,,0
590788,batch04,36.4,60.0,2,5,4,1372,,0
591091,batch04,38.0,38.0,2,6,2,1275,Sult2a4,1
591292,batch04,60.0,60.0,1,4,2,1647,Gm29141,1
591530,batch03,60.0,60.0,1,2,2,1059,,0
591602,batch04,11.153846153846153,1.0,5,13,6,3259,Drg1,1
591802,batch03,60.0,60.0,2,8,2,2503,,0
592074,batch04,40.333333333333336,60.0,2,3,3,1660,,0
592230,batch04,28.0,26.0,1,4,3,1755,Gm14667,1
592342,batch01,60.0,60.0,1,3,2,1233,,0
592600,batch03,60.0,60.0,1,5,2,1832,,0
592767,batch01,46.75,60.0,1,8,4,3430,Atp6ap2;4930500G05Rik,2
592818,batch04,40.0,60.0,2,3,3,1609,Csmd3,1
592820,batch03,1.25,0.0,1,4,3,1708,,0
592869,batch04,32.333333333333336,37.0,1,3,3,1014,Gm39500,1
593462,batch03,22.0,13.5,2,4,4,1892,Gm33838,1
593486,batch01,32.0,36.0,1,3,2,1013,,0
593773,batch04,60.0,60.0,2,4,2,1554,,0
594113,batch04,51.81818181818182,60.0,1,11,2,4507,Nkain3;Gm11867,2
594133,batch03,60.0,60.0,1,4,2,1305,C630043F03Rik,1
594242,batch03,60.0,60.0,1,4,2,1569,,0
594284,batch04,34.75,39.0,2,4,4,1361,Lrrc4c,1
595261,batch01,60.0,60.0,1,3,2,1149,,0
595677,batch03,41.57142857142857,59.0,1,7,2,2214,Cdh12;Gm49685,2
595697,batch04,60.0,60.0,1,6,2,2250,,0
596533,batch01,54.2,60.0,1,5,2,2327,,0
597953,batch04,41.5,60.0,1,10,2,2639,,0
598183,batch01,51.125,60.0,2,8,3,2239,,0
598290,batch04,51.5,51.5,1,2,2,993,,0
598555,batch01,33.5,33.5,1,2,2,909,,0
598579,batch04,60.0,60.0,1,2,2,923,,0
598678,batch04,15.25,1.5,2,4,4,1977,Gm7365,1
598788,batch04,6.6923076923076925,2.0,1,13,9,4499,Spin2g;Cask;Xlr5a,3
598816,batch01,55.25,60.0,1,4,2,1323,Cntnap5a,1
598830,batch01,60.0,60.0,1,2,2,1006,,0
599078,batch01,41.666666666666664,60.0,2,3,3,1520,Gm7967;Serpinb3b,2
599080,batch01,33.0,33.0,2,2,2,822,Fhip1b;Cdh20,2
599333,batch04,60.0,60.0,1,2,2,822,Cntnap5b,1
599863,batch02,30.5,30.5,2,2,2,1577,,0
600200,batch01,60.0,60.0,1,5,2,2739,,0
600292,batch04,60.0,60.0,1,3,2,1194,,0
600486,batch01,60.0,60.0,1,2,2,1216,,0
600488,batch04,55.75,60.0,1,4,2,1527,Gm28826,1
600605,batch04,57.0,60.0,1,4,2,1580,Gm41654,1
600827,batch04,60.0,60.0,1,3,2,1897,,0
601170,batch01,60.0,60.0,1,3,2,1779,Cdh12;Gm49685,2
601851,batch03,19.5,9.0,2,4,4,1701,,0
601943,batch04,50.6,60.0,1,10,3,3522,Cadm2,1
601972,batch02,56.6,60.0,2,10,2,2839,,0
602055,batch01,30.0,30.0,2,3,3,931,,0
602123,batch04,60.0,60.0,2,3,2,1349,Pcdh17,1
602362,batch04,47.25,60.0,3,4,3,1593,Gm28438,1
602363,batch04,44.6,60.0,3,5,3,1670,,0
602483,batch01,48.666666666666664,60.0,2,6,3,2782,,0
602640,batch01,60.0,60.0,1,2,2,1089,Prkd1,1
602738,batch01,60.0,60.0,1,4,2,1400,Csmd3,1
603061,batch01,60.0,60.0,1,6,2,2382,,0
603075,batch04,57.285714285714285,60.0,2,7,3,2053,Slc35f3,1
603556,batch03,60.0,60.0,1,2,2,902,,0
604393,batch04,38.0,46.0,2,4,3,1334,,0
604609,batch01,60.0,60.0,1,4,2,2587,,0
606236,batch03,60.0,60.0,1,9,3,4489,,0
606279,batch04,55.0,60.0,1,10,2,3979,Gm29051,1
606376,batch03,60.0,60.0,2,2,2,1048,,0
606451,batch04,46.875,60.0,1,8,2,2728,,0
606661,batch02,59.0,60.0,1,4,2,2442,Gm49162,1
606749,batch02,31.5,31.5,2,2,2,1051,,0
606934,batch02,11.416666666666666,5.0,4,12,5,3154,Gm3696,1
607015,batch01,37.5,37.5,1,2,2,1362,,0
607569,batch01,49.0,60.0,1,6,2,2156,,0
607879,batch04,17.75,5.5,1,4,3,2217,,0
607886,batch03,30.333333333333332,30.5,4,6,4,1424,St8sia4,1
608082,batch04,46.5,60.0,1,4,2,1634,Cntnap5b,1
608261,batch04,43.75,51.0,1,4,2,1806,,0
608449,batch04,59.57142857142857,60.0,2,7,3,2064,A230006K03Rik;A230057D06Rik,2
608977,batch03,60.0,60.0,1,2,2,1135,Cdh12,1
609349,batch03,33.5,33.5,1,2,2,793,Gm7967;Cntnap5b,2
609473,batch04,0.0,0.0,1,10,3,3018,,0
609559,batch01,18.142857142857142,2.0,2,7,4,2873,,0
609562,batch04,52.0,60.0,1,5,2,1708,Nkain3,1
609810,batch04,42.0,42.0,1,2,2,793,,0
610007,batch03,60.0,60.0,1,3,2,1234,4932441J04Rik,1
610268,batch01,50.75,60.0,1,4,2,1698,,0
610435,batch04,60.0,60.0,2,2,2,1256,,0
610892,batch04,60.0,60.0,3,5,3,1720,Cntnap5b;Cilp2;Homer3,3
611072,batch04,17.857142857142858,0.0,1,7,5,2085,Gm7958,1
611198,batch04,48.0,54.5,1,6,3,1612,Gbe1,1
611335,batch01,60.0,60.0,1,4,2,1949,,0
611927,batch03,40.333333333333336,60.0,3,3,3,1317,Mmp16,1
611943,batch03,59.25,60.0,1,4,2,1437,Dpp10,1
612172,batch03,9.857142857142858,0.0,1,7,4,2304,,0
612202,batch01,47.77777777777778,60.0,1,9,2,2488,Gm53054,1
612289,batch03,47.75,60.0,2,4,3,2539,Gm11867,1
612290,batch04,60.0,60.0,1,4,2,1290,,0
612425,batch04,60.0,60.0,2,3,2,1449,Agbl4,1
612516,batch04,60.0,60.0,1,4,2,1676,,0
613854,batch04,44.8,60.0,1,5,2,1609,,0
614475,batch03,44.5,44.5,1,2,2,1241,Nlrp4d;Zscan4-ps3,2
614492,batch04,58.666666666666664,60.0,1,3,3,1114,,0
614526,batch04,60.0,60.0,1,2,2,1074,Serpinb3b;Dpp10,2
615511,batch04,60.0,60.0,1,2,2,1493,Csmd3,1
616103,batch04,9.0,1.0,1,3,2,1163,,0
616173,batch03,8.833333333333334,0.0,1,6,4,1571,,0
616209,batch04,60.0,60.0,1,3,2,1242,,0
616215,batch03,20.0,0.0,1,3,3,1163,,0
616224,batch04,22.833333333333332,12.5,1,6,4,3044,,0
616259,batch01,60.0,60.0,1,3,2,1222,,0
616840,batch03,41.375,54.5,3,8,5,2718,Btbd9;Cdh7;Gm16458,3
616869,batch04,54.75,60.0,1,4,2,1275,,0
617135,batch03,1.0,1.0,1,2,2,1129,,0
617256,batch01,60.0,60.0,1,2,2,1253,,0
617657,batch04,60.0,60.0,1,3,2,1519,,0
617788,batch01,55.6,60.0,1,5,2,1916,Cdh12;Gm49685,2
618138,batch04,60.0,60.0,1,2,2,914,,0
618347,batch04,56.54545454545455,60.0,1,11,5,3762,,0
618482,batch04,43.0,60.0,1,7,4,2904,Pramel38;Pramel57,2
618594,batch03,52.642857142857146,60.0,1,14,2,4409,Gm47223;Gm47221,2
618684,batch01,48.5,48.5,1,2,2,784,,0
618758,batch04,60.0,60.0,1,2,2,1612,,0
619933,batch03,48.0,60.0,2,5,3,2138,Gbe1;4931420L22Rik,2
619950,batch01,60.0,60.0,2,3,3,1231,Gbe1,1
620124,batch01,30.0,30.0,1,2,2,1192,,0
620371,batch03,60.0,60.0,1,2,2,1370,,0
620384,batch04,47.375,60.0,1,8,2,1859,,0
620719,batch04,60.0,60.0,1,6,2,2947,Ptprd,1
621682,batch01,60.0,60.0,1,3,2,1329,Edil3,1
621684,batch03,52.333333333333336,60.0,2,6,2,2305,,0
621797,batch01,60.0,60.0,1,2,2,1136,Gm11867,1
622010,batch04,30.0,30.0,2,2,2,1054,,0
622039,batch01,60.0,60.0,1,3,2,1151,Agbl4,1
622546,batch04,60.0,60.0,1,4,2,1650,Gm12381,1
622549,batch04,60.0,60.0,1,4,2,1705,,0
622733,batch01,50.25,60.0,1,4,3,1238,Dnase1l3,1
622957,batch04,49.07142857142857,60.0,4,14,7,4167,,0
623176,batch04,60.0,60.0,1,2,2,1265,Psmb6-ps2,1
623312,batch03,60.0,60.0,1,2,2,931,,0
623897,batch04,60.0,60.0,1,2,2,870,Gm29318,1
623916,batch04,35.25,40.5,1,4,3,1259,Gm3269,1
623941,batch02,60.0,60.0,1,2,2,1017,,0
624422,batch01,31.5,31.5,2,2,2,1402,,0
624573,batch01,47.0,60.0,1,4,3,1674,,0
624876,batch02,47.42857142857143,60.0,3,7,3,2672,,0
625354,batch01,60.0,60.0,1,3,2,1528,Pcdh7,1
625413,batch03,60.0,60.0,1,4,2,1652,,0
626394,batch04,59.5,59.5,2,2,2,865,,0
626570,batch01,60.0,60.0,1,6,4,2216,Gpc5;Pcdh17,2
627265,batch04,55.4,60.0,1,5,2,1712,,0
627542,batch04,60.0,60.0,1,2,2,995,4921515E04Rik,1
627815,batch03,57.8,60.0,1,5,3,2036,Ptprd,1
627826,batch01,6.0,4.0,1,3,2,1095,,0
627878,batch04,60.0,60.0,1,3,3,1637,Cntnap5b,1
627890,batch04,60.0,60.0,1,2,2,1085,B230209E15Rik,1
628026,batch01,60.0,60.0,2,2,2,1011,,0
628138,batch03,60.0,60.0,1,4,2,1489,Prkd1,1
628179,batch03,16.857142857142858,1.0,2,7,6,2478,Rhox4f;Rhox4a2;Otc,3
628199,batch04,40.333333333333336,60.0,1,3,2,1782,,0
628314,batch04,58.57142857142857,60.0,1,7,3,2580,,0
628392,batch04,57.142857142857146,60.0,1,7,2,1865,,0
628887,batch03,60.0,60.0,1,4,2,1924,,0
629031,batch04,48.0,60.0,1,8,2,2028,,0
629188,batch04,48.0,60.0,1,3,2,1810,,0
629265,batch02,32.0,30.0,1,4,2,2004,,0
629694,batch01,30.0,30.0,2,2,2,1053,Pcdh7,1
629912,batch04,57.42857142857143,60.0,1,7,2,2265,,0
630174,batch03,60.0,60.0,1,4,2,1359,Nova1,1
630179,batch01,32.0,32.0,1,2,2,796,,0
630357,batch04,29.333333333333332,16.0,1,3,2,925,,0
630359,batch04,60.0,60.0,1,2,2,1148,Cadm2,1
630360,batch03,60.0,60.0,1,2,2,1042,,0
630384,batch03,49.6,60.0,1,5,3,1675,Nova1,1
630502,batch04,40.72727272727273,60.0,2,11,5,3152,,0
630728,batch02,45.666666666666664,60.0,2,6,2,1750,,0
630899,batch01,60.0,60.0,2,2,2,1186,Panct2,1
630967,batch04,60.0,60.0,1,8,3,2459,Gm29235;Lrrc4c,2
631088,batch04,60.0,60.0,1,3,2,1340,4933411E06Rik,1
631089,batch04,43.333333333333336,60.0,1,3,2,1517,Gm15825,1
631198,batch01,60.0,60.0,1,3,2,1269,A230057D06Rik,1
631245,batch03,60.0,60.0,1,3,2,1351,,0
631687,batch04,60.0,60.0,1,4,4,1708,,0
631752,batch01,60.0,60.0,1,2,2,971,,0
631807,batch04,53.6,60.0,1,5,2,2604,,0
632092,batch03,60.0,60.0,1,4,2,1327,,0
632211,batch03,49.0625,60.0,2,16,2,4848,Cblb,1
632221,batch04,28.0,28.0,1,2,2,809,,0
632853,batch04,0.09090909090909091,0.0,1,11,7,3548,,0
633379,batch01,60.0,60.0,1,7,2,2685,,0
633382,batch01,40.333333333333336,60.0,1,3,2,1828,,0
633467,batch04,59.4,60.0,1,5,2,2311,,0
633605,batch03,60.0,60.0,1,2,2,893,,0
634367,batch01,60.0,60.0,1,2,2,1328,,0
634474,batch04,32.5,32.5,1,2,2,1337,,0
634662,batch04,42.0,51.0,1,4,2,1057,Nova1,1
634663,batch04,60.0,60.0,1,2,2,1062,,0
634969,batch03,47.833333333333336,60.0,2,6,3,2419,Chl1,1
635006,batch04,60.0,60.0,1,4,3,1836,St8sia4;Cntnap5a,2
635111,batch04,60.0,60.0,1,2,2,1193,,0
635208,batch01,60.0,60.0,1,2,2,938,,0
635885,batch01,58.0,58.0,1,2,2,1136,,0
635890,batch04,50.8,60.0,2,5,4,1634,,0
636024,batch04,52.333333333333336,60.0,1,3,2,1797,Csmd3,1
636126,batch03,60.0,60.0,1,3,2,1232,,0
636243,batch04,60.0,60.0,1,3,2,1446,,0
637053,batch01,3.5,3.5,1,2,2,885,,0
637257,batch04,40.333333333333336,60.0,3,3,3,1247,Gm8844,1
637268,batch04,60.0,60.0,1,2,2,1810,Cntnap5b,1
637704,batch01,60.0,60.0,1,4,4,1713,,0
637797,batch04,52.333333333333336,60.0,1,3,2,1320,,0
637919,batch01,46.2,55.0,2,10,2,3025,,0
638305,batch04,32.285714285714285,37.0,2,7,3,2653,,0
638748,batch01,60.0,60.0,1,3,2,2913,,0
638875,batch04,45.166666666666664,60.0,1,6,2,1849,,0
639744,batch04,52.333333333333336,60.0,1,6,3,2168,,0
639789,batch04,60.0,60.0,1,2,2,1082,,0
639890,batch01,60.0,60.0,1,2,2,962,Gm29823,1
640431,batch01,27.0,20.5,3,6,4,2428,1700046C09Rik,1
640555,batch04,38.75,46.0,1,4,2,1555,,0
640798,batch04,20.0,0.0,3,3,3,1133,,0
640837,batch04,57.57142857142857,60.0,2,7,3,1940,,0
641030,batch04,53.57142857142857,60.0,1,7,2,2552,Grik2,1
641183,batch04,60.0,60.0,1,4,2,1787,,0
641267,batch04,30.0,30.0,2,4,4,1371,,0
641527,batch02,28.333333333333332,24.0,2,3,3,1056,,0
641609,batch04,60.0,60.0,1,2,2,1947,Ptprd,1
641637,batch01,48.666666666666664,60.0,2,3,3,1939,,0
641861,batch02,60.0,60.0,1,3,2,1598,Sorcs1,1
642154,batch03,21.0,21.0,1,2,2,701,Csmd3,1
642230,batch03,52.833333333333336,60.0,1,6,2,2404,,0
642366,batch04,59.0,60.0,1,3,2,1233,,0
642373,batch01,47.5,43.5,1,4,2,2087,Gm29141,1
642405,batch01,60.0,60.0,1,2,2,1235,,0
642565,batch03,55.53333333333333,60.0,1,30,4,9202,Cntnap5b;Slco6d1,2
642792,batch04,60.0,60.0,1,3,2,1088,,0
642969,batch01,12.8,0.0,1,10,7,3606,,0
643433,batch01,60.0,60.0,1,2,2,1140,D830032E09Rik,1
643647,batch03,56.0,60.0,1,4,2,1285,Mgat4c;Acss3,2
643680,batch03,40.166666666666664,45.0,1,6,2,2096,,0
643734,batch01,60.0,60.0,1,3,2,1302,,0
643885,batch04,0.5,0.5,1,2,2,1367,,0
644006,batch01,33.5,33.5,2,2,2,1003,Vmn1r68,1
644329,batch04,60.0,60.0,1,5,3,1756,St8sia4;Cntnap5a,2
644664,batch04,60.0,60.0,1,2,2,1136,,0
644755,batch04,50.375,60.0,2,8,4,2795,,0
644905,batch04,31.666666666666668,34.0,3,6,4,1863,,0
645013,batch04,60.0,60.0,1,3,2,1203,Cdh19,1
645213,batch01,42.666666666666664,60.0,2,3,3,1272,,0
645220,batch03,30.25,30.5,3,4,4,1224,,0
645308,batch01,25.125,27.0,2,8,5,2537,,0
645315,batch02,53.857142857142854,60.0,2,7,3,2229,Pdzph1,1
645357,batch04,24.0,12.0,1,3,3,1361,,0
645589,batch04,60.0,60.0,2,2,2,1012,,0
645741,batch01,60.0,60.0,2,4,3,2107,Gm49685,1
645904,batch03,54.0,60.0,1,5,2,1873,Arap2,1
645998,batch04,60.0,60.0,1,2,2,1040,,0
646219,batch04,60.0,60.0,1,3,2,1504,Gm32067,1
646374,batch03,60.0,60.0,1,2,2,1037,,0
646496,batch03,53.22222222222222,60.0,1,9,2,2970,Gm6679,1
646642,batch03,60.0,60.0,1,3,2,1437,,0
646700,batch01,60.0,60.0,1,3,2,1613,Gm29088,1
646721,batch04,46.333333333333336,60.0,2,6,4,1920,Gm49648;Cadm2,2
646824,batch01,30.0,30.0,2,2,2,1085,Vmn2r100,1
646939,batch04,0.0,0.0,1,4,3,1649,,0
646994,batch04,60.0,60.0,1,3,3,1445,Sp140l2,1
646995,batch01,45.25,60.0,1,4,2,1839,,0
647335,batch03,60.0,60.0,1,7,2,3522,,0
647391,batch01,51.0,60.0,1,3,2,1459,,0
647454,batch04,0.0,0.0,2,2,2,1189,Gm32772,1
647546,batch03,43.6,41.0,1,5,2,1994,Gm11867;Mmp16,2
647621,batch04,60.0,60.0,1,2,2,1041,,0
647860,batch03,48.333333333333336,57.0,1,3,2,1580,,0
647888,batch04,40.333333333333336,60.0,1,3,2,1771,,0
648035,batch04,47.0,60.0,3,9,4,3156,Cpq,1
648040,batch03,59.4,60.0,1,5,3,1725,,0
