read_index,basename,mean_mapq,median_mapq,n_chromosomes,order,n_bins,read_length_bp,genes,n_genes
195,batch01,49.0625,60.0,3,16,6,8652,Gm14704,1
262,batch03,40.75,51.5,1,4,4,4111,,0
413,batch01,60.0,60.0,2,2,2,2812,A830082K12Rik,1
601,batch04,20.142857142857142,0.0,1,7,6,4031,Tenm1;Gm7437,2
805,batch01,55.6,60.0,1,5,2,3116,,0
816,batch04,30.0,30.0,2,2,2,2390,,0
892,batch01,2.75,0.0,1,4,4,2863,,0
1124,batch04,56.666666666666664,60.0,2,6,3,3424,,0
1174,batch04,57.8,60.0,1,5,2,3392,,0
1301,batch01,60.0,60.0,1,3,2,2504,4932441J04Rik,1
1321,batch04,58.54545454545455,60.0,2,11,6,5554,Ar,1
1623,batch04,0.3333333333333333,0.0,1,3,2,4340,,0
1855,batch04,53.666666666666664,60.0,1,3,2,2717,,0
2020,batch04,30.5,30.5,2,2,2,2160,,0
2138,batch04,42.666666666666664,60.0,1,3,2,2287,,0
2243,batch01,60.0,60.0,1,2,2,2922,,0
2438,batch01,60.0,60.0,1,7,3,3743,Pcdh17,1
2459,batch02,48.8,60.0,1,5,2,5732,Pcdh17,1
2619,batch01,15.625,1.0,3,16,4,5260,,0
2907,batch04,60.0,60.0,1,2,2,2091,,0
3150,batch04,48.2,60.0,2,5,3,2460,B230209E15Rik,1
3222,batch03,15.0,0.0,1,4,2,2551,,0
3690,batch03,60.0,60.0,1,2,2,2448,Vmn2r105,1
3716,batch01,53.083333333333336,60.0,1,12,3,4416,Ptprd,1
3813,batch04,38.833333333333336,51.5,2,6,3,3551,,0
3837,batch01,51.25,60.0,1,4,3,2606,,0
3848,batch04,60.0,60.0,1,4,4,2708,,0
4535,batch03,21.0,5.0,1,5,4,2820,,0
4871,batch01,13.333333333333334,4.5,2,6,5,3772,,0
4952,batch03,60.0,60.0,1,2,2,2080,Alcam,1
5033,batch04,60.0,60.0,1,3,2,1913,Csmd3,1
5596,batch01,41.333333333333336,60.0,1,3,2,3733,,0
5782,batch03,59.0,59.0,1,2,2,1987,,0
5800,batch01,44.25,56.0,1,12,3,4387,,0
6042,batch04,60.0,60.0,1,3,2,2733,Cckbr,1
6143,batch03,45.25,60.0,2,4,3,3603,,0
6415,batch04,51.25,60.0,1,4,2,3087,,0
6463,batch02,60.0,60.0,1,6,3,3278,Serpinb7;Dsel,2
6560,batch04,8.785714285714286,0.0,3,14,7,5171,Lonrf3,1
7114,batch03,57.25,60.0,1,4,2,2492,,0
7449,batch04,51.25,60.0,1,8,2,3137,Tecrl,1
7803,batch04,44.4,60.0,1,5,3,3198,,0
8168,batch01,44.9375,60.0,1,16,2,6107,Lrrc4c,1
8542,batch01,52.4,60.0,2,5,4,3191,Col19a1,1
8545,batch01,55.44444444444444,60.0,1,9,3,3940,Cblb,1
8780,batch04,41.333333333333336,60.0,2,3,2,2102,,0
8836,batch02,9.0,0.5,1,4,2,3101,,0
8876,batch04,60.0,60.0,1,5,2,3029,,0
8946,batch01,34.75,39.0,2,4,3,2466,,0
10175,batch03,60.0,60.0,1,5,2,4743,4930533P14Rik;Slco6b1,2
10311,batch04,48.0,48.0,1,2,2,1691,,0
10555,batch04,15.0,15.0,1,2,2,2069,,0
10616,batch03,60.0,60.0,1,3,3,3014,,0
10666,batch03,60.0,60.0,2,7,3,4642,,0
10995,batch02,60.0,60.0,1,5,2,2939,,0
11154,batch04,54.0,60.0,1,5,3,3361,Cadm2,1
11240,batch01,60.0,60.0,1,2,2,2275,,0
11369,batch04,37.5,51.5,3,8,6,3744,,0
11641,batch04,60.0,60.0,1,2,2,1743,,0
11757,batch04,39.57142857142857,60.0,4,7,5,3609,Ophn1,1
11834,batch04,60.0,60.0,1,3,2,1993,,0
12029,batch04,45.0,53.0,1,3,2,2723,,0
12129,batch04,60.0,60.0,1,3,2,2151,,0
12563,batch03,40.0,60.0,1,3,3,1997,,0
12715,batch04,16.625,3.0,3,8,6,4337,Gm26886;4933406F09Rik;Gm49685;Gm3629,4
12796,batch03,43.666666666666664,58.0,3,12,3,4875,,0
12802,batch02,48.0,60.0,1,4,3,2485,Lrrc4c,1
12815,batch03,51.0,60.0,1,10,3,4770,Lrrc4c,1
12881,batch01,18.0,5.5,2,4,3,2295,,0
13007,batch01,24.8,27.0,1,5,3,3075,,0
13086,batch04,60.0,60.0,1,2,2,1876,Tfap2d,1
13152,batch04,58.90909090909091,60.0,1,11,2,4704,,0
13907,batch04,56.0,60.0,1,5,2,3912,,0
14029,batch04,60.0,60.0,1,2,2,1839,,0
14238,batch04,30.5,30.5,1,2,2,1983,,0
14370,batch04,22.733333333333334,12.0,1,15,4,5840,,0
14561,batch01,46.833333333333336,60.0,1,6,2,2999,,0
14603,batch01,31.0,31.0,1,2,2,1739,B230217J21Rik,1
14894,batch01,46.583333333333336,60.0,1,12,2,4397,Grik2,1
14904,batch01,60.0,60.0,2,3,2,1995,Pcdh7,1
15088,batch01,44.0,60.0,1,3,2,1889,Kcnj3,1
15316,batch03,38.5,46.5,2,4,3,2707,,0
15647,batch04,40.333333333333336,60.0,2,3,2,2004,,0
15847,batch04,46.166666666666664,60.0,1,6,3,4411,Gm49666;Gm29823,2
15986,batch04,19.8,11.0,1,5,3,2460,Ptprd,1
16113,batch04,0.5,0.5,2,2,2,2142,Gm16867,1
16115,batch01,60.0,60.0,1,2,2,2655,Cntnap5a,1
16186,batch01,41.5,41.5,1,2,2,1739,,0
16317,batch04,30.5,30.5,2,2,2,1780,Gm30092,1
16412,batch03,41.5,41.5,1,2,2,1778,Cadm2,1
16456,batch04,60.0,60.0,1,2,2,1743,,0
16457,batch04,27.666666666666668,23.0,3,3,3,2463,,0
16661,batch04,45.0,60.0,2,4,2,2559,,0
16925,batch01,60.0,60.0,1,4,3,3061,,0
17173,batch04,60.0,60.0,1,5,3,2393,Csmd3;Cpq,2
17257,batch04,60.0,60.0,1,6,2,3126,Gm5207,1
17410,batch01,60.0,60.0,1,2,2,2412,,0
17424,batch01,60.0,60.0,1,3,2,2396,,0
17815,batch04,51.0,51.0,2,2,2,1627,,0
17836,batch04,41.0,40.0,1,5,2,2438,Slco6d1,1
17858,batch01,36.0,60.0,2,5,2,2987,Scgb2b30,1
17953,batch02,47.666666666666664,52.0,1,3,2,1852,,0
18018,batch04,39.5,39.5,1,2,2,1813,,0
18032,batch04,24.8,14.0,1,10,6,3789,Aff2,1
18057,batch03,2.3333333333333335,3.0,3,3,3,3971,,0
18240,batch04,9.333333333333334,1.0,1,6,5,3302,Gm15256,1
18259,batch01,51.6,60.0,1,5,2,2495,,0
18311,batch02,5.8,1.0,1,5,3,2571,,0
18362,batch04,47.0,47.0,1,2,2,1535,Cadm2,1
18432,batch01,18.22222222222222,1.0,2,9,6,4574,,0
18551,batch04,34.4,50.0,3,5,3,2666,Lrfn5,1
18595,batch03,60.0,60.0,1,2,2,2152,,0
18748,batch03,12.285714285714286,0.0,1,7,3,2919,Btbd35f20;Btbd35f24,2
19028,batch01,46.888888888888886,60.0,2,9,4,3942,,0
19399,batch04,15.5,1.0,1,4,3,2185,Spin2e,1
19416,batch01,51.2,60.0,1,5,2,3314,,0
19439,batch01,60.0,60.0,1,2,2,1792,,0
19613,batch03,60.0,60.0,1,3,2,2134,,0
19809,batch04,53.111111111111114,60.0,3,9,5,4145,,0
19874,batch01,60.0,60.0,1,4,2,3791,,0
19925,batch03,60.0,60.0,1,4,2,2457,,0
19995,batch04,60.0,60.0,1,4,3,2415,Cdh12;4921515E04Rik;Gm49685,3
20065,batch03,60.0,60.0,2,2,2,1695,,0
20107,batch04,45.25,60.0,2,4,3,2268,,0
20311,batch04,60.0,60.0,1,4,2,2183,,0
20346,batch04,30.5,30.5,2,2,2,4290,Nkain3,1
20481,batch03,37.666666666666664,43.0,1,6,2,2773,,0
20838,batch03,38.166666666666664,45.5,2,6,4,2521,,0
20852,batch04,51.25,60.0,1,4,2,2048,Cdh10,1
21095,batch01,60.0,60.0,1,4,2,3241,Tecrl;Epha5,2
21117,batch01,53.142857142857146,60.0,1,14,2,5557,Gm28321,1
21254,batch04,60.0,60.0,1,5,2,2917,Tecrl,1
21268,batch02,10.333333333333334,0.5,1,6,4,3025,Spin2-ps1,1
21307,batch04,38.5,46.5,1,4,2,3088,,0
21646,batch04,60.0,60.0,1,3,2,2107,Tecrl,1
21647,batch04,60.0,60.0,1,6,3,4435,,0
21733,batch04,60.0,60.0,1,2,2,1669,Gm49162,1
21803,batch04,60.0,60.0,1,2,2,1788,,0
22006,batch04,43.0,46.0,1,4,2,2211,,0
22059,batch02,48.2,60.0,1,5,2,2091,C030047K22Rik;Gm49685,2
22193,batch04,56.0,60.0,1,7,4,4017,4932441J04Rik,1
22197,batch04,60.0,60.0,1,2,2,1641,,0
22458,batch04,49.8,60.0,1,5,2,3588,,0
22679,batch04,60.0,60.0,1,3,2,2090,,0
22832,batch04,60.0,60.0,2,3,3,2352,Btbd9,1
22917,batch04,12.2,0.0,1,5,4,2681,,0
22926,batch01,18.333333333333332,7.0,2,3,3,2168,,0
23010,batch04,30.5,30.5,2,2,2,2487,,0
23094,batch01,54.666666666666664,60.0,1,3,2,2213,,0
23323,batch01,59.75,60.0,1,4,2,1969,Gm11867,1
23331,batch02,32.4,42.0,1,5,3,2630,,0
23432,batch01,52.0,60.0,1,4,2,2457,,0
23446,batch04,60.0,60.0,1,6,2,4522,,0
23448,batch04,53.0,60.0,1,4,2,2491,,0
23462,batch01,41.0,60.0,1,3,2,1856,,0
23556,batch04,33.785714285714285,36.0,6,14,7,4708,Cpq,1
23828,batch01,60.0,60.0,1,9,5,5496,,0
23857,batch01,45.5,59.0,1,4,2,1764,Nkain3,1
24571,batch01,60.0,60.0,1,7,2,3173,,0
24951,batch01,40.666666666666664,56.0,1,3,2,1973,,0
25603,batch03,30.25,30.5,1,4,3,3416,Prrg3,1
25695,batch01,60.0,60.0,1,2,2,1828,,0
25788,batch04,20.0,0.0,1,3,3,1766,,0
26038,batch01,60.0,60.0,1,3,2,2273,,0
26048,batch01,58.0,60.0,1,5,2,2307,,0
26224,batch04,20.0,0.0,1,3,3,1786,,0
26237,batch04,55.25,60.0,1,12,2,5135,,0
26503,batch04,60.0,60.0,1,2,2,2778,,0
26717,batch04,32.5,32.5,1,2,2,1536,,0
26932,batch01,45.8,60.0,2,10,3,4481,,0
26969,batch04,40.333333333333336,60.0,3,3,3,2612,,0
27264,batch04,37.5,46.0,1,6,2,2387,,0
27400,batch04,60.0,60.0,1,3,2,2351,,0
27401,batch03,50.0,60.0,1,4,3,2959,,0
28463,batch03,60.0,60.0,1,4,2,2860,,0
28543,batch04,40.333333333333336,60.0,2,3,2,1957,,0
28942,batch04,60.0,60.0,2,5,2,2356,,0
29094,batch04,24.75,19.5,1,4,3,2038,Maoa,1
29191,batch02,8.0,8.0,2,2,2,1647,Gm28826;Mgat4c,2
29217,batch02,47.333333333333336,60.0,1,3,2,2309,,0
29346,batch04,50.57142857142857,60.0,2,7,5,4160,Ptprd,1
29445,batch01,60.0,60.0,1,3,2,2316,,0
30088,batch01,53.333333333333336,60.0,2,9,6,3439,Epha5,1
30145,batch01,54.5,60.0,1,4,2,2596,,0
30350,batch04,46.333333333333336,60.0,1,6,2,4190,Grm5,1
30353,batch01,44.81818181818182,60.0,2,11,2,5361,,0
30362,batch01,60.0,60.0,1,4,2,2133,,0
30492,batch01,60.0,60.0,1,3,2,1893,Gm3774,1
30580,batch03,60.0,60.0,1,3,2,2011,,0
30676,batch03,60.0,60.0,2,2,2,1774,Gm8089,1
30741,batch01,50.111111111111114,60.0,2,9,4,4491,,0
31042,batch04,60.0,60.0,1,2,2,1852,Ascc3,1
31209,batch04,27.666666666666668,22.0,1,3,3,2050,,0
31268,batch04,34.0,50.0,3,5,3,1866,,0
31299,batch02,42.0,60.0,1,3,2,1892,Gm9689,1
31320,batch04,52.333333333333336,58.0,2,3,3,1563,Ascc3,1
31548,batch01,60.0,60.0,1,2,2,1734,,0
31665,batch04,13.083333333333334,6.0,3,12,7,3704,,0
31728,batch04,52.27272727272727,60.0,2,11,3,5206,Gm11228,1
31776,batch04,0.0,0.0,1,3,2,2445,,0
31807,batch01,0.0,0.0,1,2,2,1583,,0
31816,batch03,14.0,8.0,1,4,2,2288,,0
31826,batch04,27.285714285714285,31.0,2,7,5,3648,,0
31891,batch01,60.0,60.0,2,2,2,1586,,0
32071,batch03,60.0,60.0,1,4,2,3717,,0
32102,batch01,60.0,60.0,1,3,2,2991,Gm31946,1
32229,batch04,40.81818181818182,60.0,1,11,7,5797,,0
32365,batch04,56.25,59.5,2,4,2,2466,Gm7145,1
32745,batch04,6.166666666666667,6.5,2,6,5,4042,,0
32746,batch01,14.2,1.0,1,5,3,2867,,0
33011,batch01,58.083333333333336,60.0,1,12,2,4406,,0
33093,batch04,45.0,60.0,1,4,2,2200,Ppfia2;Gm21304,2
33159,batch01,21.2,16.0,1,5,4,2085,,0
33355,batch04,60.0,60.0,1,2,2,2016,,0
33431,batch01,46.714285714285715,60.0,2,7,2,2753,,0
33512,batch01,55.0,60.0,1,3,2,5989,,0
34290,batch04,60.0,60.0,1,2,2,1688,,0
34320,batch03,41.333333333333336,60.0,1,3,2,1817,,0
34341,batch01,31.75,33.5,2,4,2,1746,Nudt12os,1
34559,batch01,42.666666666666664,60.0,2,3,2,1765,Tle2,1
34657,batch04,51.5,56.0,1,4,3,2335,Cntnap5b,1
34666,batch04,60.0,60.0,1,2,2,1705,Cdh20,1
34710,batch02,60.0,60.0,1,2,2,1468,,0
34754,batch01,0.5,0.5,1,2,2,1819,,0
34938,batch04,50.333333333333336,60.0,2,3,2,2067,Cadm2,1
34984,batch01,51.333333333333336,60.0,3,18,12,8095,Mageb18;Pcdh19,2
35152,batch01,60.0,60.0,1,3,2,2614,,0
35344,batch02,26.5,26.5,1,2,2,1474,,0
35713,batch03,58.666666666666664,60.0,1,3,2,1782,,0
35870,batch03,52.36363636363637,60.0,1,11,3,5822,Zfp804b,1
35896,batch01,22.142857142857142,1.0,2,7,5,2630,Slc25a43,1
35979,batch01,60.0,60.0,1,5,2,2434,,0
36239,batch01,60.0,60.0,1,3,2,2650,,0
36314,batch04,0.0,0.0,2,2,2,2036,,0
36503,batch04,56.666666666666664,60.0,2,3,2,1780,,0
36565,batch04,25.5,21.0,1,4,3,2383,,0
36725,batch04,1.75,1.0,1,4,3,2158,,0
36974,batch01,40.333333333333336,60.0,2,3,3,2266,,0
37171,batch04,54.666666666666664,60.0,1,9,2,4700,,0
38151,batch04,32.5,34.5,1,4,2,2762,Serpinb10,1
38312,batch03,50.8,60.0,3,20,5,7881,4930435F18Rik;A830082K12Rik;Fam172a;Gm18990,4
38385,batch03,60.0,60.0,1,2,2,1451,,0
38452,batch01,60.0,60.0,1,4,2,2224,A830082K12Rik,1
38461,batch04,60.0,60.0,1,5,2,2719,Elavl4,1
38856,batch04,30.0,30.0,1,2,2,1709,,0
39092,batch01,60.0,60.0,1,2,2,1637,Cdh10,1
39332,batch03,41.857142857142854,60.0,1,7,3,3024,,0
39620,batch03,60.0,60.0,1,4,3,2347,,0
39729,batch04,45.75,60.0,1,4,2,1688,,0
39765,batch04,60.0,60.0,3,5,3,2519,,0
39961,batch04,7.0,2.0,1,4,4,3132,,0
40311,batch04,60.0,60.0,2,5,4,2896,,0
41129,batch04,52.333333333333336,60.0,1,3,2,2035,,0
41747,batch03,50.0,60.0,2,6,3,2797,,0
41752,batch03,60.0,60.0,1,3,2,1928,,0
42005,batch03,58.333333333333336,60.0,2,3,2,1835,,0
42252,batch03,59.5,60.0,1,8,2,3019,Fam172a,1
42411,batch04,49.5,60.0,2,6,2,2117,Fat3,1
42509,batch01,60.0,60.0,1,2,2,1767,,0
42526,batch04,55.5,60.0,1,6,2,3456,Csmd3,1
42957,batch01,6.2,0.0,1,5,5,1657,,0
43654,batch04,58.0,60.0,1,5,2,2924,Lrrc4c,1
43734,batch03,60.0,60.0,1,4,2,2729,Ascc3,1
43843,batch01,41.333333333333336,42.0,1,9,5,4477,Gm26618,1
43946,batch01,51.6,60.0,3,5,3,2015,Smc1a,1
44334,batch01,45.0,60.0,1,8,6,3537,Aff2;Tenm1,2
44966,batch03,50.2,60.0,1,5,2,2903,Gm36595,1
45439,batch01,44.5,48.0,1,6,2,2696,Arap2,1
45692,batch04,44.285714285714285,60.0,2,7,3,3419,,0
46150,batch04,48.888888888888886,60.0,2,9,4,3645,Gm24229,1
46164,batch01,60.0,60.0,1,4,2,2146,Gm47568,1
46227,batch03,26.833333333333332,29.0,2,6,4,2393,Gm11109;Cdh10;4930521O11Rik;Gm49685,4
46244,batch01,53.6,60.0,2,5,4,2227,Cntnap5a,1
46346,batch01,60.0,60.0,1,3,2,2169,,0
46499,batch04,42.92307692307692,60.0,1,13,3,5569,Ptprd;Mup6,2
46508,batch04,60.0,60.0,2,2,2,1595,,0
46675,batch03,60.0,60.0,1,3,2,2031,,0
46901,batch01,60.0,60.0,2,6,4,3155,Cers1,1
46976,batch04,60.0,60.0,1,2,2,1628,,0
47306,batch02,36.166666666666664,42.5,2,6,3,2434,,0
47390,batch03,60.0,60.0,1,5,2,2613,,0
47769,batch01,55.0,60.0,1,3,2,2903,,0
47939,batch04,45.06666666666667,60.0,3,15,4,5177,,0
48072,batch01,47.55555555555556,60.0,2,9,4,3717,4921515E04Rik,1
48307,batch04,2.6666666666666665,0.0,1,3,3,1532,,0
48406,batch04,4.666666666666667,0.0,1,3,3,1907,,0
48469,batch03,54.63636363636363,60.0,2,11,4,6001,,0
48535,batch01,60.0,60.0,1,2,2,1808,,0
48639,batch03,60.0,60.0,1,3,2,1939,Ppfia2,1
48746,batch01,60.0,60.0,1,2,2,1877,Grik2,1
49243,batch04,56.0,60.0,1,3,2,1792,,0
49313,batch04,50.88235294117647,60.0,3,17,4,7263,Ammecr1,1
49464,batch01,52.0,60.0,1,3,2,1681,Lrfn5,1
49471,batch04,60.0,60.0,1,5,2,2544,,0
49495,batch04,60.0,60.0,2,8,2,3019,Pcdh17;Lrfn5,2
50039,batch04,60.0,60.0,1,3,2,2860,Gm9726,1
50258,batch04,60.0,60.0,1,2,2,2449,,0
50835,batch01,52.0,60.0,2,3,3,2630,,0
50838,batch04,57.714285714285715,60.0,2,7,3,2710,,0
50925,batch04,50.0,50.0,1,2,2,1413,,0
51309,batch03,57.8,60.0,1,5,3,2354,Grik2;Ascc3,2
51649,batch01,60.0,60.0,1,4,2,2346,,0
51801,batch03,53.625,60.0,1,8,3,3623,,0
52093,batch04,43.0,43.0,1,2,2,3761,Slc6a15,1
52890,batch04,34.285714285714285,60.0,2,7,3,4573,Gm36079;AF067061,2
53159,batch03,42.166666666666664,40.0,1,6,3,2481,,0
53190,batch04,33.8,47.0,3,5,3,2107,Gm48619,1
53403,batch03,50.166666666666664,60.0,1,6,2,4131,,0
53741,batch03,37.0,60.0,2,5,3,2616,,0
54247,batch03,60.0,60.0,1,2,2,2516,,0
54291,batch03,60.0,60.0,1,2,2,1535,,0
54602,batch04,60.0,60.0,1,7,2,3815,,0
54668,batch03,55.5,60.0,1,4,2,2527,,0
54720,batch04,36.57142857142857,46.0,2,14,7,5025,Dock11,1
54722,batch03,14.666666666666666,0.0,1,3,2,1771,,0
54764,batch04,52.888888888888886,60.0,1,9,2,4248,,0
55258,batch02,56.666666666666664,60.0,1,3,2,2100,,0
55724,batch02,40.333333333333336,60.0,2,3,3,1785,,0
55869,batch01,32.0,32.0,2,2,2,2261,,0
56012,batch01,60.0,60.0,1,4,2,2567,A330072L02Rik,1
56172,batch03,40.333333333333336,60.0,3,3,3,2405,,0
56434,batch01,32.666666666666664,38.0,1,6,4,2401,Ssxb1;Pramel3c,2
56455,batch01,39.25,39.5,2,4,3,1625,Galnt13,1
56523,batch01,30.0,30.0,1,2,2,1305,,0
56566,batch02,60.0,60.0,1,6,3,2963,,0
56714,batch03,52.8,60.0,1,5,2,2773,,0
56747,batch04,28.4,20.0,3,5,3,2883,Acss3,1
56786,batch04,3.8,0.0,1,5,4,2321,,0
56794,batch03,60.0,60.0,2,5,3,2653,,0
57199,batch01,14.363636363636363,4.0,1,11,7,4540,,0
57254,batch04,55.0,60.0,1,10,3,5012,Pcdh17,1
57415,batch04,60.0,60.0,1,2,2,1968,,0
57530,batch04,46.333333333333336,60.0,1,3,2,1440,,0
57576,batch04,0.2,0.0,1,5,4,2001,,0
57711,batch01,0.25,0.0,1,4,2,2257,,0
57768,batch01,1.25,1.0,2,4,3,1987,,0
57846,batch04,60.0,60.0,2,4,2,1716,Ccdc106,1
57918,batch03,57.6,60.0,1,10,3,4618,Cadm2,1
58007,batch04,60.0,60.0,1,2,2,1636,,0
58592,batch04,21.5,21.5,1,2,2,1462,,0
58668,batch03,40.76,59.0,1,25,4,6953,Gm7974;Htatsf1;Adgrg4,3
59488,batch02,49.6,60.0,1,5,2,2412,,0
59661,batch04,60.0,60.0,1,4,2,2609,,0
60058,batch01,60.0,60.0,1,2,2,1533,Gm18033,1
60124,batch04,47.166666666666664,60.0,2,6,4,2944,Chl1,1
60129,batch04,2.5,2.5,1,2,2,1317,,0
60397,batch01,48.2,60.0,2,5,3,2658,Serpinb7,1
60585,batch04,30.0,30.0,1,2,2,1502,,0
60595,batch02,60.0,60.0,1,6,2,2776,Nkain3,1
60622,batch04,60.0,60.0,2,3,2,1632,Nkain3,1
60816,batch04,56.0,60.0,1,4,2,2916,,0
60947,batch04,60.0,60.0,1,3,2,1803,Gm53035,1
61191,batch03,52.2,60.0,1,5,2,2665,,0
61408,batch01,49.333333333333336,60.0,1,3,2,1941,,0
61613,batch04,49.375,60.0,2,8,3,3534,,0
61898,batch04,19.5,19.5,1,2,2,1749,,0
62019,batch03,34.5,45.0,1,8,7,3971,Dock11;Gm14643,2
62131,batch01,41.888888888888886,60.0,3,9,5,2593,,0
62249,batch04,48.5,48.5,1,2,2,1895,,0
62502,batch03,12.5,12.5,2,2,2,2113,4930405D01Rik,1
62577,batch04,60.0,60.0,1,2,2,1467,,0
62677,batch03,60.0,60.0,2,4,3,2126,,0
62724,batch03,60.0,60.0,2,10,3,4157,,0
62863,batch03,60.0,60.0,1,4,2,2371,,0
63098,batch03,18.166666666666668,3.0,1,6,6,2947,Dock11;Gm14643,2
63414,batch01,60.0,60.0,1,3,2,1893,,0
63471,batch01,60.0,60.0,1,2,2,1601,,0
63475,batch01,37.25,44.0,1,4,3,1913,,0
63606,batch01,50.0,60.0,1,6,2,2201,,0
63871,batch01,60.0,60.0,1,3,2,1766,Cdh12,1
64498,batch04,49.18181818181818,60.0,1,11,2,4408,,0
64786,batch04,7.0,0.5,3,8,5,3293,,0
64917,batch04,50.23076923076923,60.0,1,13,2,5725,Zfp804b,1
64937,batch01,60.0,60.0,1,2,2,1407,Cdh12,1
64993,batch04,13.25,7.5,3,8,4,2925,,0
64998,batch01,54.833333333333336,60.0,1,6,3,2858,Ppfia2,1
65084,batch04,52.0,60.0,1,7,3,3671,Flrt2,1
65129,batch04,54.75,60.0,1,4,2,3145,Xkr4;Gm1992,2
65226,batch03,59.4,60.0,1,5,2,4214,Cadm2,1
65301,batch04,39.6,60.0,2,5,3,2534,,0
65622,batch04,57.5,57.5,1,2,2,1637,,0
65714,batch04,52.75,60.0,1,4,3,2367,,0
65886,batch04,46.0,46.0,1,2,2,1465,Xkr4,1
66359,batch04,60.0,60.0,1,3,2,1807,,0
66465,batch04,50.166666666666664,60.0,2,6,3,2338,Gm35552,1
66490,batch04,55.333333333333336,60.0,1,3,2,1810,,0
66652,batch01,60.0,60.0,2,2,2,1965,,0
66719,batch04,18.6,19.0,1,5,3,3440,,0
66862,batch01,25.5,16.5,1,6,5,2273,,0
67136,batch01,50.166666666666664,60.0,3,6,3,3345,,0
67193,batch01,41.666666666666664,60.0,1,3,2,1841,Mmp16,1
67668,batch02,49.75,60.0,1,4,2,2660,,0
67779,batch01,44.25,45.5,1,4,2,1720,Cdh12,1
67783,batch04,60.0,60.0,2,4,2,1725,,0
67902,batch01,40.666666666666664,60.0,2,3,2,1676,,0
68172,batch03,52.5,60.0,1,4,2,2288,,0
68569,batch03,60.0,60.0,2,2,2,1869,Gm34585,1
68762,batch04,47.111111111111114,60.0,1,9,3,4190,Lrrc4c,1
68807,batch01,60.0,60.0,1,3,2,2524,,0
68932,batch04,60.0,60.0,1,3,2,2088,,0
69134,batch01,30.5,30.5,2,4,2,2246,,0
69160,batch04,47.0,60.0,1,3,2,1970,,0
69207,batch01,41.0,60.0,3,3,3,2461,Cyp2c73-ps,1
69501,batch01,49.0,60.0,1,4,3,2043,,0
69725,batch01,57.8,60.0,2,5,4,2360,,0
69754,batch01,8.0,1.5,1,4,3,1881,,0
70059,batch04,40.0,40.0,1,2,2,2031,,0
70077,batch04,49.888888888888886,60.0,1,9,2,2934,,0
70163,batch01,14.625,1.0,1,8,7,3383,,0
70739,batch04,37.375,42.0,1,8,4,3517,Cask,1
70786,batch03,31.666666666666668,23.0,1,3,3,1389,,0
70969,batch04,25.6,27.0,3,5,3,2921,,0
71101,batch01,30.0,30.0,2,2,2,1548,Nox4,1
71231,batch04,47.75,60.0,2,8,4,3267,Gbe1;Gm11924,2
71365,batch01,30.5,30.5,1,2,2,1731,,0
71413,batch04,50.25,60.0,1,4,2,3200,Gm43395,1
71468,batch01,23.0,19.5,2,4,3,1795,Cntnap5b,1
71489,batch03,19.22222222222222,1.0,3,9,5,3954,,0
71543,batch01,20.555555555555557,15.0,1,9,5,3204,,0
71615,batch04,20.666666666666668,1.0,3,3,3,1798,,0
71663,batch02,51.77777777777778,60.0,1,9,3,4333,Csmd3,1
71738,batch04,42.0,53.5,1,4,3,2705,Csmd3,1
71970,batch01,51.333333333333336,60.0,1,3,3,2226,,0
72171,batch04,33.0,33.0,2,2,2,1561,,0
72177,batch04,45.9375,60.0,3,16,3,5818,Gm24943;Gm3365,2
72242,batch04,20.666666666666668,1.0,3,3,3,1867,Galnt13,1
72278,batch01,23.25,10.0,1,12,4,3337,Fam120c,1
72493,batch02,7.666666666666667,7.0,2,3,2,1745,,0
72516,batch04,8.333333333333334,0.0,1,3,2,2043,,0
72624,batch02,37.8,60.0,3,5,3,2245,,0
72681,batch01,30.25,30.5,2,4,3,1983,Pramel50,1
72779,batch02,38.22222222222222,60.0,3,9,5,3873,Prrg1,1
73065,batch04,37.0,43.5,2,4,2,2696,,0
73255,batch04,3.0,1.0,1,4,4,2270,,0
73273,batch02,26.666666666666668,19.0,1,3,3,1919,Gm6923,1
73309,batch03,60.0,60.0,1,2,2,1699,Mmp16;A530072M11Rik,2
73322,batch01,28.0,19.0,1,10,5,5079,Gm22288,1
73358,batch04,0.5,0.5,1,2,2,1665,,0
73431,batch01,20.0,6.0,2,3,3,2134,,0
73439,batch04,44.0,60.0,1,3,2,1596,,0
73459,batch04,53.0,60.0,1,8,2,3147,4930405D01Rik,1
73748,batch03,0.4,0.0,2,5,4,2231,,0
73933,batch04,35.0,39.5,2,4,3,2310,,0
74006,batch04,40.333333333333336,60.0,1,3,3,1514,Cdh20,1
74257,batch01,38.0,53.0,1,3,2,1719,,0
74273,batch03,32.5,32.5,1,2,2,1433,,0
74291,batch01,57.0,60.0,2,5,3,2292,,0
74526,batch01,46.666666666666664,60.0,1,3,2,2676,,0
74753,batch01,30.5,30.5,2,2,2,1824,,0
74880,batch01,54.5,60.0,1,4,2,2936,,0
74884,batch01,30.25,30.5,2,4,3,3247,,0
75136,batch03,60.0,60.0,1,2,2,1658,,0
75470,batch04,60.0,60.0,1,5,2,2488,Xkr4,1
75647,batch04,1.0,1.0,1,2,2,1668,,0
75975,batch04,52.0,52.0,1,2,2,1476,4930523O13Rik,1
76026,batch03,11.0,1.0,3,4,4,1870,Tlr4,1
