read_index,basename,mean_mapq,median_mapq,n_chromosomes,order,n_bins,read_length_bp,genes,n_genes
9,batch03,24.75,19.0,1,4,3,5261,Myo16;Shcbp1,2
32,batch04,40.333333333333336,60.0,1,3,3,4715,Csmd1,1
355,batch01,52.42857142857143,60.0,1,7,2,4972,Ermard;Fam120b;Gm51425,3
517,batch04,40.166666666666664,60.0,2,6,3,3263,Gm45745;5830408C22Rik,2
530,batch01,26.285714285714285,35.0,2,7,6,4542,Skint5;Csmd1;Gm7706;2610005L07Rik,4
619,batch02,34.22222222222222,52.0,3,9,5,4560,Trim24;D630045J12Rik,2
622,batch01,50.8,60.0,1,5,3,3236,Zcchc14;Foxc2;1700011L22Rik,3
656,batch03,56.0,60.0,1,3,2,4050,Tyw3;Bcar3,2
754,batch01,44.6,60.0,3,10,4,5854,Maml3;Mecom;Nr3c2;Mecomos,4
865,batch04,50.75,60.0,1,4,2,3191,Fndc3b,1
903,batch03,36.5,49.5,2,6,3,2939,Il12b;Gm13166;Gm12153,3
981,batch03,60.0,60.0,1,3,2,3161,Mgam2-ps;Tmem178b,2
984,batch03,54.125,60.0,3,8,3,4183,Ccdc3;Potefam3f;Snx29,3
1143,batch04,36.2,60.0,1,5,2,3561,,0
1196,batch03,40.333333333333336,60.0,2,3,3,2980,Farsa;Atg4a;Acsl1,3
1217,batch01,59.0,60.0,1,9,3,5813,Vat1l;Wwox;Crispld2;Cdh13,4
1302,batch04,60.0,60.0,1,6,4,3840,Klhl2;Cdh13,2
1304,batch03,41.0,41.0,1,2,2,2470,Sh3rf1,1
1399,batch04,36.714285714285715,60.0,2,7,3,3774,1700012C14Rik;Copg2,2
1420,batch04,30.0,33.0,1,10,6,6213,Gm21092,1
1447,batch04,59.6,60.0,1,5,2,3154,Aff4;Tefm,2
1489,batch04,44.666666666666664,60.0,1,3,3,2906,Zfhx3;Ces1g,2
1679,batch01,48.05882352941177,60.0,1,17,2,6544,Zfp612;4930555F03Rik,2
1701,batch04,60.0,60.0,1,2,2,2413,Adamts18,1
1713,batch01,39.666666666666664,60.0,2,12,3,6311,Hnrnpa2b1;Gm10069;Cbx3,3
1772,batch04,14.4,6.0,3,5,4,2851,Gm34096;Cldn34d;B930018H19Rik,3
2046,batch01,58.142857142857146,60.0,1,14,2,7271,Gse1;Zcchc14;Irf8;Foxf1;Fendrr;Gm26815,6
2131,batch03,43.666666666666664,60.0,1,3,2,2936,Gm54515;Slco1a6,2
2212,batch04,60.0,60.0,1,5,2,3180,Cdc42se2,1
2227,batch04,52.388888888888886,60.0,1,18,3,6129,Sh3rf1;Palld,2
2313,batch04,49.5,60.0,2,6,3,3202,,0
2371,batch04,40.111111111111114,60.0,1,9,5,4850,Nsd3;Chrnb3;Defb33,3
2405,batch01,44.5,60.0,2,6,2,2825,Rsbn1;Trim33,2
2429,batch04,60.0,60.0,1,3,2,2638,Wwox,1
2559,batch01,60.0,60.0,1,2,2,2363,,0
2694,batch03,40.333333333333336,60.0,2,3,2,2580,Atg7;Vgll4,2
2741,batch01,60.0,60.0,1,2,2,2377,Atg7;Syn2,2
2766,batch03,60.0,60.0,1,2,2,2356,St6galnac3,1
2900,batch04,0.0,0.0,1,2,2,2067,Gm4073;Vmn2r47,2
2939,batch01,1.0,1.0,2,2,2,2402,,0
3145,batch01,47.25,60.0,1,4,2,2349,Fgfr1;Nsd3;Ccdc7a,3
3278,batch04,60.0,60.0,1,2,2,2713,Adamts18,1
3285,batch04,60.0,60.0,1,5,3,2628,Ptpn22,1
3433,batch04,60.0,60.0,1,3,3,2839,Tenm3;Zmat4,2
3470,batch01,60.0,60.0,1,2,2,2606,Nkx2-5,1
3603,batch04,42.57142857142857,60.0,2,14,2,5673,Kdm7a;Tmem132b;Gm49041,3
3630,batch02,60.0,60.0,1,2,2,2068,Irag2,1
3670,batch03,50.75,60.0,1,8,4,4894,Slc10a7;Gm45431;Snx25;Lrp2bp,4
3746,batch04,53.5,60.0,1,6,4,3020,Mbd4;4930540M05Rik,2
3811,batch04,45.666666666666664,60.0,1,9,3,4376,1700030F04Rik;Tulp3,2
3940,batch03,60.0,60.0,2,3,2,3003,Gm13844;Mkln1,2
4116,batch04,60.0,60.0,1,6,3,4700,Agpat5;Gm31135;Stox2,3
4181,batch01,51.0,60.0,1,8,3,4071,Gse1;A330074K22Rik;Gm26815,3
4224,batch01,60.0,60.0,1,5,2,3561,Hnf4g,1
4229,batch04,42.833333333333336,52.0,2,6,5,2862,Plcg2;Palld,2
4377,batch04,60.0,60.0,1,4,3,2941,Vat1l,1
4570,batch03,49.2,60.0,2,5,2,2912,,0
4650,batch04,48.666666666666664,60.0,1,3,2,2268,Tbxas1;Exoc4,2
4688,batch01,55.0,60.0,1,4,3,3595,Pard3;Tomm20;Psd3,3
4696,batch04,47.2,58.0,3,5,4,2660,Usp33,1
4877,batch04,47.22222222222222,60.0,3,9,5,4724,Dennd5b;Tango6;Stk38l,3
5355,batch04,60.0,60.0,1,2,2,2483,Kbtbd12;Gm20696,2
5400,batch04,50.583333333333336,60.0,1,12,3,5058,Myo16;Nrg1,2
5407,batch01,60.0,60.0,2,8,4,4254,2700099C18Rik;Nfat5;Zfhx3,3
5562,batch03,40.333333333333336,60.0,1,3,2,2054,Galns;Cbfa2t3,2
5664,batch02,44.55555555555556,58.0,2,9,2,3545,,0
5675,batch04,26.0,22.0,1,4,2,2911,Dynlt2a3;Dynlt2a1;Zfp960,3
5726,batch01,60.0,60.0,1,3,3,3426,Wwtr1,1
5961,batch04,60.0,60.0,1,6,2,4016,Natd1,1
6057,batch03,60.0,60.0,1,2,2,2811,Zfp319,1
6116,batch03,60.0,60.0,1,2,2,1909,Sgms2;Kcna2,2
6211,batch04,60.0,60.0,1,4,3,2928,,0
6353,batch04,59.0,59.0,1,2,2,2488,Evi5l;Kat6a,2
6358,batch03,50.166666666666664,60.0,2,6,3,3584,Glra3;Wdr17;Gpm6a,3
6411,batch01,57.166666666666664,60.0,1,6,3,3215,Dennd5b;Usp5;Cd4;Bicd1,4
6460,batch01,60.0,60.0,2,6,3,3900,Eri1;Mfhas1;Gm35520;Cldn23,4
6484,batch03,56.23076923076923,60.0,3,13,6,5492,Nup62cl;Gm9946;Rnf212;Gm15046;Morc4,5
6573,batch04,60.0,60.0,1,2,2,1903,1700020L24Rik,1
6588,batch04,60.0,60.0,1,6,2,3391,Braf;Dera,2
6647,batch04,54.0,60.0,1,3,2,2920,Sowaha;Adamts2,2
6843,batch01,48.0,60.0,1,5,3,3522,Potefam3b;Csmd1;Psd3,3
6958,batch01,35.5,35.5,2,2,2,3582,Nop53,1
7078,batch04,13.0,1.0,2,9,4,3456,Potefam3a;Dera;Sfrp1,3
7090,batch04,32.25,31.0,2,8,5,3901,Potefam3f;Speer4a,2
7110,batch01,43.0,54.0,1,5,4,2710,Angpt2;Stox2,2
7118,batch02,37.5,43.0,2,4,4,2274,Psd3,1
7164,batch01,33.75,34.5,1,4,2,2234,Mcph1,1
7251,batch03,60.0,60.0,1,4,3,2556,Marchf1;Smim31,2
7471,batch04,60.0,60.0,1,2,2,1943,Prmt8;Tead4,2
7705,batch04,26.0,1.0,3,7,7,3069,Sh2d4a;Gm48166,2
7712,batch04,54.81818181818182,60.0,1,11,3,4169,Foxp1;Magi1,2
7742,batch04,60.0,60.0,1,4,2,3056,Tnfsf13b;Adam24;Mtmr7,3
7818,batch03,41.5,47.5,2,12,2,5325,Mad1l1;Amz1;Ttyh3;Chst12,4
7890,batch03,49.333333333333336,60.0,3,6,4,2941,Rerg,1
7964,batch01,45.333333333333336,60.0,1,3,2,3450,Hook3,1
8041,batch01,44.25,52.5,2,4,3,1996,Wwox,1
8186,batch03,60.0,60.0,2,2,2,1802,Magi3,1
8252,batch03,60.0,60.0,1,2,2,1930,Ccl25;Gm31223,2
8281,batch01,59.0,60.0,1,5,2,2407,Ccdc91,1
8353,batch01,31.88888888888889,45.0,2,9,5,4127,Snx25;Potefam3a;Csmd1,3
8355,batch01,60.0,60.0,2,6,4,4389,Csmd1;Gm45901,2
8421,batch01,30.25,30.5,2,4,2,2246,Vmn2r-ps158;Adam9;Vmn2r63,3
8491,batch04,60.0,60.0,1,2,2,1833,,0
8495,batch04,55.714285714285715,60.0,2,14,2,5638,Pogz;Creb3l2;Cgn;Trim24;Tuft1,5
8500,batch04,44.25,54.5,2,4,3,2148,Gipc1;Eps8,2
8512,batch04,50.666666666666664,60.0,1,3,2,2198,Marchf1,1
8515,batch04,60.0,60.0,1,4,3,4121,Kcmf1;Plekha5;Bhlhe41,3
8609,batch01,60.0,60.0,2,2,2,2052,,0
8664,batch04,51.111111111111114,60.0,1,9,5,5062,Znrf1;4921524J17Rik;Vps35;Gm26815,4
8706,batch01,52.875,60.0,1,8,2,3276,Zfhx3,1
8710,batch02,60.0,60.0,1,4,3,3135,Gm11033;Hydin,2
8713,batch01,46.5,60.0,2,10,5,5388,Gm45469;Ppp1r3b;Lsm6;Marchf1;Gm46069,5
8771,batch02,56.5,60.0,1,12,4,5435,1700030F04Rik;Syn2;Cxcl12;Rassf4,4
8801,batch03,60.0,60.0,1,3,2,2135,Phlpp2;Zfhx3,2
9009,batch04,21.4,3.5,4,10,5,3800,Chl1,1
9082,batch04,60.0,60.0,1,4,2,2638,,0
9086,batch01,57.714285714285715,60.0,1,7,4,3640,Mrps31;Ikbkb;Gm45455;Gm45341;Slc20a2,5
9115,batch03,40.333333333333336,60.0,2,3,3,2421,Disc1;Cpne2,2
9325,batch04,60.0,60.0,1,2,2,2189,,0
9346,batch04,57.142857142857146,60.0,2,7,3,3541,Nkd1;Pard3;Chchd6,3
9411,batch03,41.857142857142854,50.0,2,7,3,2694,Nsd3;Tex15,2
9453,batch03,52.25,60.0,1,8,2,4499,Gm15475;Dysf,2
9574,batch04,40.5,50.5,2,4,2,2449,,0
9756,batch01,50.0,50.0,1,2,2,2130,B930018H19Rik,1
9791,batch04,60.0,60.0,1,3,2,2173,Snd1,1
9808,batch01,60.0,60.0,1,7,2,3184,,0
9934,batch01,53.833333333333336,60.0,1,12,3,4938,Ccdc7a,1
10006,batch03,60.0,60.0,1,8,3,4336,Pcnx2;B930018H19Rik,2
10037,batch04,60.0,60.0,1,6,2,3059,Gm43077,1
10054,batch04,42.42857142857143,59.0,2,7,3,2680,Nr2c2;Gm45216,2
10064,batch04,60.0,60.0,1,3,2,2516,Vegfc;Clcn3,2
10103,batch01,60.0,60.0,1,3,2,2222,Afg2a,1
10218,batch04,53.42857142857143,60.0,1,7,4,3227,Frem3;Otud4;Zfp827,3
10346,batch02,44.8,60.0,1,5,3,2221,Vmn1r52,1
10366,batch03,0.0,0.0,1,3,2,1880,,0
10392,batch01,44.666666666666664,60.0,2,6,3,3262,Gm45349;Leprotl1,2
10563,batch04,53.4,60.0,1,5,2,2495,Gm15884;Ptpn6,2
10569,batch04,38.666666666666664,57.0,3,12,3,5225,Babam2,1
10597,batch03,60.0,60.0,1,3,2,2838,Itgb1,1
10601,batch04,37.5,37.5,1,2,2,2004,Gm45708;Neto2,2
10611,batch01,58.714285714285715,60.0,2,7,4,3797,Gm14957;Srgap3;Il17rc,3
10614,batch04,60.0,60.0,2,2,2,2530,,0
10738,batch04,60.0,60.0,1,8,4,5784,Cmip;Itgb1,2
10850,batch04,46.57142857142857,60.0,2,7,5,3359,Arhgap10;Rnf122,2
10891,batch01,60.0,60.0,1,4,2,1777,Clstn3,1
10945,batch01,44.0,60.0,2,11,6,4168,Tyw1;Nsg1,2
10947,batch01,53.666666666666664,60.0,1,9,3,3512,Gse1;Nfat5;Gm56871,3
10968,batch01,49.8,60.0,2,5,5,3911,Cacna1a;Herpud1;Palm3,3
11054,batch04,60.0,60.0,1,4,4,2759,Marchf1;Psd3,2
11059,batch01,60.0,60.0,1,4,2,2462,,0
11071,batch04,60.0,60.0,2,4,2,2213,Snx8;AA386476,2
11081,batch04,42.666666666666664,60.0,1,3,2,2519,,0
11185,batch04,49.6,60.0,2,10,5,3788,Eefsec;Dysf,2
11220,batch01,43.875,60.0,2,8,5,4222,Adam5;Letm2;Nrg1,3
11224,batch01,60.0,60.0,1,4,2,2590,Gm56869;Dlc1;Efnb2;Gm44626,4
11362,batch03,60.0,60.0,1,3,3,2322,Tmtc1;Bcat1;4933406J09Rik,3
11426,batch01,46.0,60.0,3,6,5,3917,Agk;Cacna1c,2
11438,batch01,56.0,60.0,1,8,2,3833,Sfxn5;Tet3,2
11440,batch04,60.0,60.0,1,3,2,2136,,0
11455,batch01,57.0,60.0,1,6,2,2580,Mylk3;Plekha2,2
11522,batch02,60.0,60.0,1,2,2,2022,Larp1b;Gm21388,2
11669,batch02,60.0,60.0,1,4,2,3052,Itpr2;E330012B07Rik,2
11891,batch01,48.2,60.0,1,5,2,2805,Wdr17,1
11921,batch03,31.428571428571427,40.0,2,7,4,3883,Ezr;Dynlt1c;Tiam2;Sytl3,4
11952,batch01,51.42857142857143,60.0,1,7,2,4088,Sorbs2os;Sorbs2,2
12122,batch01,60.0,60.0,1,3,3,1890,Atg7,1
12131,batch04,58.6,60.0,1,5,3,3535,,0
12161,batch04,60.0,60.0,1,2,2,2162,Nrg1,1
12306,batch01,54.6,60.0,1,5,4,2464,Csmd1;Pet100,2
12371,batch01,60.0,60.0,2,4,2,3336,Vax2os;Rtkn;Ddx60;Vax2,4
12438,batch04,55.8,60.0,1,5,4,3435,Farsa;Gm10644;Ccdc7a,3
12487,batch01,58.0,60.0,1,5,3,3889,Zfhx3;Nfat5,2
12657,batch04,60.0,60.0,1,3,2,2431,Plxna4;Cald1,2
12663,batch01,44.2,60.0,1,10,4,4879,Tsnax;Ntpcr;Itgb1,3
12678,batch01,41.6,60.0,1,5,3,2513,Gnao1;Gm45341,2
12681,batch04,30.8,39.0,2,5,3,2646,Podnl1;Inpp4b,2
12754,batch04,60.0,60.0,2,7,4,3441,Arhgef6;Csmd1;Cfap97,3
12924,batch04,60.0,60.0,1,6,3,4132,Exoc4,1
12945,batch01,60.0,60.0,1,2,2,1847,Spire2;Gm26632,2
12980,batch01,45.25,60.0,1,4,2,3039,Dusp16,1
12981,batch04,22.0,13.0,4,5,4,2461,Zfp354a,1
13006,batch04,43.642857142857146,60.0,3,14,6,4478,Zfp958;Poteg;Gm45861;Ttll2,4
13038,batch03,54.285714285714285,60.0,1,7,4,3567,Dctd,1
13076,batch03,57.666666666666664,60.0,1,3,2,2075,Adipor2,1
13142,batch01,60.0,60.0,1,5,5,2712,Wwp2;1190005I06Rik;Dus2,3
13253,batch01,59.166666666666664,60.0,2,6,4,4014,Hydin;Banp;Glg1;Btbd9,4
13290,batch04,38.7,47.0,3,10,6,4270,Riiad1;Ccna1;Them4,3
13387,batch04,54.0,60.0,1,7,2,3033,Lrig2;Ppm1j;Cttnbp2nl,3
13657,batch04,50.0,60.0,1,5,3,2476,Dlc1,1
13770,batch03,49.8,60.0,1,5,4,2717,Sox5;Ccdc91,2
13905,batch01,60.0,60.0,1,3,2,2585,Epn2;Acsl6,2
14077,batch04,60.0,60.0,1,4,3,2549,Cacna1a;Ces5a,2
14120,batch01,60.0,60.0,1,14,2,5766,Celf3;Rapgef2,2
14160,batch04,55.5,60.0,1,8,3,3237,Banp;Wwox;Cdyl2,3
14186,batch03,60.0,60.0,1,4,2,2467,Copg2;2210408F21Rik,2
14193,batch04,48.166666666666664,60.0,1,6,2,3122,Csmd1;Gm7706,2
14369,batch04,60.0,60.0,1,2,2,2046,Rybp;Magi1,2
14372,batch04,60.0,60.0,2,5,3,3083,Tmcc1;Ppfibp1;Tm7sf3;1700125G22Rik;Gm56980,5
14401,batch01,54.1,60.0,1,10,4,4245,Zfp423;Aktip;Fto;Rbl2,4
14414,batch04,46.75,60.0,1,4,2,2142,,0
14457,batch04,48.57142857142857,60.0,1,7,3,3928,Gm44626;Gm56856;Gm44622;Ank1,4
14504,batch04,57.0,60.0,1,4,2,2473,Gm43635;D6Wsu163e,2
14646,batch01,58.166666666666664,60.0,2,6,3,2538,Urb2;C1rl;Sipa1l2,3
14702,batch04,55.4,60.0,3,5,4,2918,Stox2;Fam3d;Nrg1,3
14706,batch04,60.0,60.0,1,2,2,2256,Ngf,1
14780,batch01,48.6,60.0,2,5,4,2888,4933427D06Rik;Foxp1;Tafa4,3
14856,batch03,60.0,60.0,1,2,2,1644,Nrp1,1
15077,batch01,37.0,60.0,3,5,4,2687,Tpte;Svopl,2
15614,batch01,32.25,32.0,3,16,3,7611,Gm19935,1
15927,batch04,58.0,60.0,1,8,2,3901,Gm10649;Nr3c2;Gm45740,3
16166,batch04,60.0,60.0,1,5,2,3902,Ces2a;Cdh13,2
16296,batch04,60.0,60.0,1,2,2,1724,,0
16353,batch01,60.0,60.0,1,3,2,2384,Dlc1,1
16423,batch04,48.2,60.0,3,5,4,2500,Cers5;Ubqln1;Dlgap2;Nrg1,4
16442,batch04,34.5,39.0,2,4,3,2079,Gm45904,1
16461,batch04,21.571428571428573,14.0,1,7,2,4463,Vmn2r30;Vmn2r34,2
16495,batch02,60.0,60.0,1,2,2,2032,Cdh13,1
16620,batch01,38.6,60.0,2,5,3,2558,Gm49697,1
16631,batch04,60.0,60.0,1,3,2,2057,Gm26843,1
16702,batch01,42.6,60.0,2,5,3,3428,,0
16720,batch04,60.0,60.0,2,4,2,2896,Zcchc14;Ccdc40,2
16790,batch04,51.6,60.0,2,5,3,3284,Gm19744,1
16989,batch04,60.0,60.0,1,4,2,2760,Gm44178;Chchd6,2
17002,batch04,60.0,60.0,1,2,2,1864,Zfhx3,1
17082,batch01,46.333333333333336,60.0,1,3,2,2317,Mylk3,1
17139,batch01,49.666666666666664,60.0,1,36,2,11095,Zbtb10;Zfp704,2
17346,batch01,55.714285714285715,60.0,1,7,3,3617,Cecr2;Lncpint,2
17419,batch01,33.714285714285715,36.0,1,7,3,3409,Sorbs2os;Tlr3;Sorbs2,3
17454,batch03,57.5,60.0,1,6,3,2693,Dlgap2,1
17757,batch04,60.0,60.0,1,6,2,3277,Gm53052;Cecr2;Slc25a18,3
17778,batch04,41.55555555555556,60.0,1,9,2,4862,Mvd;n-R5s146;Zfpm1;Tcf25,4
17819,batch04,55.083333333333336,60.0,1,12,6,4436,n-R5s146;2310022B05Rik;Wdr59;Lrrc36;Znrf1;Mlkl;Nfat5;Galnt2,8
17952,batch01,30.5,30.5,1,2,2,2012,n-R5s146,1
17955,batch01,56.9,60.0,2,20,4,7537,Nfatc3;Cdh3;Smpd3;St7;Prmt7;Nfat5,6
18187,batch03,40.333333333333336,60.0,1,3,2,1835,Nfix;n-R5s120,2
18202,batch01,60.0,60.0,1,2,2,1926,Tm7sf3,1
18234,batch01,56.11764705882353,60.0,1,17,5,7984,Cxcl12;Smyd1;Exoc6b;Hrh1,4
18282,batch03,60.0,60.0,1,4,4,2832,Fndc3b;Dcun1d1;Pld1;Papss1,4
18341,batch04,60.0,60.0,1,2,2,1616,Cacna1a;4933431K23Rik,2
18374,batch04,55.5,60.0,2,4,2,2880,Rab43;Gm5577,2
18392,batch04,39.3,60.0,1,10,2,4460,Cdh15;n-R5s141;Cbfa2t3;Ankrd11;Trhr2,5
18393,batch04,22.0,5.5,3,6,3,4094,Gm25212;Aak1;n-R5s146,3
18428,batch04,30.0,30.0,1,2,2,1717,,0
18497,batch01,52.266666666666666,60.0,1,15,9,5574,Cmtm3;Fbxo8;Hydin;Asb5;Cpe;Zmat4,6
18572,batch04,58.714285714285715,60.0,1,7,3,2996,Cbfa2t3;4732419C18Rik;Disc1;A530010L16Rik,4
18580,batch04,60.0,60.0,1,3,2,1938,,0
18670,batch04,8.555555555555555,1.0,2,18,7,6495,Gm21092;Gm6483;6820431F20Rik;Gm3365;2610005L07Rik,5
18698,batch04,56.833333333333336,60.0,1,6,5,3253,Wwox;Gm45704;Gm45341,3
18736,batch01,27.25,13.0,4,12,5,4491,,0
18737,batch04,47.54545454545455,60.0,1,11,3,4497,Abce1;Gm31105,2
18793,batch01,60.0,60.0,1,2,2,2277,Aplf,1
18825,batch03,36.0,36.0,1,2,2,2153,n-R5s141;Zc3h18,2
18865,batch03,60.0,60.0,1,4,2,2022,4930513N10Rik;Ces1a,2
18941,batch01,46.75,60.0,2,12,3,4104,Mcph1,1
19061,batch03,34.916666666666664,45.5,2,12,11,5439,Tm9sf5;Gm44626;Myo16,3
19149,batch01,58.0,60.0,1,7,3,3295,Sox5;Srgap3;Kras,3
19248,batch03,60.0,60.0,1,2,2,2698,,0
19257,batch01,30.0,28.0,1,5,2,2151,Taf5l;Rn5s-ps1;Nup133;Jph3,4
19258,batch04,30.5,30.5,1,2,2,1637,n-R5s121;Zfpm1,2
19369,batch01,40.0,60.0,1,3,3,2710,Neto2;Aktip,2
19370,batch02,50.0,60.0,1,4,2,2180,Foxp1;Gxylt2,2
19545,batch04,44.6,60.0,1,5,2,2498,n-R5s133;Afg3l1;Cdh13,3
19562,batch04,40.0,60.0,1,3,2,2440,Sprtn,1
19733,batch04,32.0,32.0,1,2,2,2044,BC064078,1
19742,batch04,55.8,60.0,1,10,2,3313,Fanca;Gm26815;Jph3;Galnt2,4
19867,batch03,60.0,60.0,1,3,3,2079,Cmtr2;Cntnap4;Cdh13,3
19986,batch04,48.4,60.0,1,5,4,3137,Fto;Chd9,2
19987,batch04,60.0,60.0,1,4,2,2631,Trpc4,1
20018,batch04,60.0,60.0,1,2,2,1731,Gm45824;Gm45455,2
20068,batch02,60.0,60.0,1,5,2,2843,Emx1;Magi1;Alms1;Rab11fip5,4
20207,batch04,59.875,60.0,2,8,5,4344,Mcf2l;Ank1;Gm12153;Rnf145,4
20281,batch04,54.75,60.0,2,4,3,2577,Sec24b;Zmat4,2
20441,batch04,60.0,60.0,1,5,4,2785,Tenm3;Stox2,2
20798,batch03,43.333333333333336,60.0,1,3,3,2108,Trim24;Mgll,2
20825,batch04,41.42857142857143,60.0,2,7,4,3217,Ap3m2;Mrps31;Gm15346,3
20995,batch04,40.0,60.0,2,3,3,2027,Adad1,1
21045,batch04,55.44444444444444,60.0,2,9,5,4627,Vmn1r-ps27;Rasa3;Kat6a;Dlgap2,4
21101,batch04,60.0,60.0,1,5,3,2616,1700030F04Rik;Tmem72;Tmcc1;Exoc6b,4
21121,batch01,51.57142857142857,60.0,1,7,2,3091,1700030F04Rik;Slc6a11,2
21150,batch01,60.0,60.0,1,2,2,1706,Polr1a,1
21172,batch01,53.625,60.0,1,8,2,4040,Nalf1;Gm44626,2
21255,batch04,60.0,60.0,1,2,2,1767,Mylk3;Zmat4,2
21330,batch02,60.0,60.0,1,4,2,2382,Cacng5;Cep112;Prkca;Gm11667,4
21348,batch03,60.0,60.0,1,8,5,3587,Mrps31;Htra4;Insr;Zmat4,4
21353,batch02,31.6,26.0,1,5,3,1875,Sh3rf1,1
21487,batch01,59.18181818181818,60.0,1,11,3,4865,Wwox;Adamts18,2
21584,batch04,60.0,60.0,1,2,2,1845,Clcn3;Palld,2
21585,batch03,47.09090909090909,60.0,1,11,3,4117,Dlgap2;Wwc2;Kbtbd11;BB014433;Arhgef10,5
21619,batch01,60.0,60.0,1,3,3,2505,Zfp827,1
21667,batch04,45.857142857142854,60.0,2,7,4,3581,Mgam;Gm43154;Trim24,3
21813,batch03,60.0,60.0,2,2,2,2108,Aoc1,1
21871,batch01,60.0,60.0,2,8,3,3673,Dennd5b;Gm15780;Cpne7;Ipo8;Caprin2,5
21886,batch02,26.857142857142858,6.0,1,7,3,2974,n-R5s149;Gm26815;Irf8,3
22005,batch01,52.5,60.0,1,4,2,2198,S100a13;Dkk2;Nup210l,3
22154,batch04,60.0,60.0,2,2,2,1681,Sgms2,1
22222,batch04,60.0,60.0,1,8,5,3216,Zfp964;Pbx4;Wwox;Cherp,4
22266,batch04,54.5,60.0,1,10,4,3579,Hydin;D030068K23Rik;Zfhx3,3
22317,batch04,60.0,60.0,2,2,2,1944,Fgfr1;2900052N01Rik,2
22359,batch04,23.666666666666668,10.0,3,3,3,2218,Kif27,1
22371,batch03,41.8,60.0,2,5,3,2795,Fgfr1;Kcnu1,2
22396,batch04,38.75,47.5,1,4,3,2998,2610005L07Rik,1
22609,batch03,58.4,60.0,1,5,3,2626,Sox5;Ninj2;Platr31,3
22704,batch04,49.666666666666664,60.0,1,3,2,2024,Tacc1,1
22813,batch04,60.0,60.0,1,6,2,3107,Cdh13,1
22861,batch01,60.0,60.0,1,4,2,3123,Hk2,1
22901,batch04,60.0,60.0,1,3,2,2013,Vangl1,1
22909,batch01,60.0,60.0,1,8,2,3715,Gm29009;Vwf;Ano2,3
23091,batch01,60.0,60.0,1,2,2,2110,Gm20696,1
23096,batch01,49.5,49.5,2,2,2,1698,Jade1,1
23098,batch01,60.0,60.0,1,5,4,2725,1190005I06Rik;Zfp827,2
23100,batch04,53.333333333333336,60.0,2,6,3,3577,St7l,1
23168,batch04,60.0,60.0,2,3,2,2104,Vmp1;Med15,2
23222,batch01,34.0,35.0,1,7,4,4614,Igf2bp3,1
23248,batch01,32.583333333333336,40.0,2,12,5,5574,Foxp1,1
23313,batch01,47.875,60.0,1,8,2,3040,Myo16;Nrg1,2
23334,batch03,60.0,60.0,2,4,2,2971,Zfp947;Myom2;Zfp995;Zfp994,4
23342,batch04,60.0,60.0,1,4,2,2609,Prok1,1
23411,batch04,60.0,60.0,2,3,2,2336,Zfp704,1
23565,batch03,56.22222222222222,60.0,1,9,2,4277,Wnk1;Gm43154;Adipor2;Erc1;Lncpint,5
23573,batch04,60.0,60.0,1,3,3,2423,Zfhx3;D030068K23Rik,2
23722,batch04,60.0,60.0,1,4,2,2524,Inpp4b,1
23843,batch04,45.75,53.0,1,4,3,1940,Klhl36;Gm27021;Cdh13,3
23908,batch01,60.0,60.0,2,2,2,1831,Ubqln1;Zfp947,2
23961,batch04,56.857142857142854,60.0,1,7,2,2858,Gm56933;1700027F06Rik;Gm43971,3
23971,batch01,40.0,60.0,1,3,3,1820,Igf2bp3;Aoc1,2
24083,batch01,60.0,60.0,1,2,2,1772,Gas8,1
24110,batch01,51.857142857142854,60.0,1,7,4,2694,Marchf1,1
24238,batch04,36.25,47.0,1,8,3,4469,Pkn1;Gab1;Zfhx3,3
24375,batch01,60.0,60.0,2,9,4,3640,Tpte;Wwox;Maf;Gm50252;Cdyl2,5
24444,batch04,40.166666666666664,60.0,2,6,4,2216,Tti2;Primpol,2
24510,batch01,46.6,60.0,1,5,2,1984,Nrg1,1
24519,batch04,57.2,60.0,1,5,2,2310,Znrf2;Met,2
24588,batch01,48.2,60.0,2,5,4,2779,Gse1;9430091E24Rik;Utp4,3
24627,batch01,46.75,60.0,2,8,3,3255,Hydin;Itpr3;Zfhx3,3
24960,batch04,51.916666666666664,60.0,2,12,5,5340,Mtss2;Ddx19a;Fto;Tent4b;Phlpp2;Zfp638,6
24990,batch03,39.25,60.0,2,8,5,3171,Clec4g;Skap2;Ezh2,3
25161,batch03,60.0,60.0,1,5,3,3912,Gm45904;Ciao2b,2
25201,batch02,29.75,27.5,1,4,4,1940,Snx25;Potefam3b;Irf2,3
25204,batch02,30.5,30.5,2,2,2,1551,,0
25339,batch04,55.05882352941177,60.0,3,17,9,7905,Gm45336;Fto;Exoc6b;Gm39132;Zmat4,5
25388,batch01,60.0,60.0,1,4,2,3180,Dlc1;G630064G18Rik,2
25394,batch03,33.666666666666664,40.5,3,6,5,3589,Gm3985;Tex15,2
25440,batch04,40.333333333333336,60.0,2,3,2,2480,Fxr1;Gm45732;n-R5s120,3
25482,batch01,60.0,60.0,1,6,4,3634,Plcg2;Ndrg4;Zc3h18,3
25614,batch04,60.0,60.0,1,7,3,2954,Foxp1;Dnajb8;Gm20696,3
25645,batch01,48.0,60.0,2,5,4,3212,Pmfbp1;Terb1;Tango6;Phlpp2,4
